,AmazonReview,Response
6065,update called amazon told move device least feet away didnt work told theres interference none usual blame customertotally suck,Negative
6066,st plugged operate rechargeable battery connector sold separately much fun play thought want quick access music information control devices sound voice nice wait buy prime day always around dollars pick name easily name close may go seems like reason music television speaks name activate use simple things music questions weather news time potential cant wait updates definitely worth evert penni,Positive
6067,months past warranty dot losing connection time first device performed well really happy asked second dot another room amazon chat upgrade able get discount purchase new echo dot exception especially explained want lay money device whole lot people problem case closed one else talk resolut,Neutral
6068,like much bought one upstairs one connecting internet problem connected fountain speakers causes pros cons play prime music much often sets mood painting cleaning speakers enhanced volume music inadvertently made alexa somewhat deaf commands playing often repeat commandswhat time turn music getting really close respond use set alarm time goes without fail however remember ask every day repeat function know via voice command overall though happy purchas,Negative
6069,family st gen echo three echo dots added extra dots smart lighting control two teenagers use room,Positive
6070,overall work nicely advertised speaker much lower quality volume full size echo expect,Positive
6071,get job done use daili,Neutral
6072,two main complaint,Negative
6073,must amazon music family plan extra cost play one prime music stream time different echos unknown time purchase use one music services time though,Negative
6074,“drop in” feature like intercom devices works ok requires talk pretty loud person hear mean way louder normally talk device understand functions mic gain threshold settings app compensate issu,Positive
6075,overall like much great addition smart home mak,Positive
6076,far love alexa got sale family gift set easy responds voices quickly even across room complaint shes great searching example say alexa whats good essential oil fill blank alexa long dvds around cant answer question us seem like basic skills sound able perform,Positive
6077,however play music set timers alarms plays jeopardy im told order pizza products online though havent tried yet im sure become addicted time go,Negative
6078,overall well worth money,Positive
6079,useless connect samsung smart things hub tried using voice command going town set light timers ge zwave wifi plugin switches alexa said im sorry set timer hours even though finds switches turn one day go back smart things set packages frozen bison smart,Neutral
6080,went sale amazon apparently everywhere else bought home like alexa product general thought would good addition house elderly grandmother lives us something help keep safe home alone dot great product far glitch,Positive
6081,much fun use inexpensive bought cyber monday little tricky connecting wifi computer use ipad instead connected little else ive two days asked kinds things weather conversion dollars english pounds presidents books soft music husband asked high level math problem couldnt answer live ive told everyone know im glad part technical generation computer cell phone ipad dot,Positive
6082,negative thing say search horrible probably accurately answered inquiry tim,Negative
6083,searches aside love alexa turn lights without stumbling set slowly turn morning ive played nearly every type music love listened audiobooks played games year old loves talking alexa long knows right words say even understands without problems hes probably asked bedtime stories app tell stories far weve dot week web search ever gets good id happy give stars maybe might need voice majel roddenberry truly feel like im star trek,Positive
6084,set super easy people struggle technology may need help set alexa hears fine even tv loudly playing background dont need speaker attached echo dot builtin speaker isnt clear youll notice definite upgrade sound quality attaching speaker said builtin speaker echo dot loud enough us,Positive
6085,note cant used easily wifi gateway public networks like xfinitywifi,Positive
6086,tldr great product priced well easy us,Positive
6087,awhile didnt know sure would use really like kitchen center house widely used call echo,Positive
6088,took little getting used used turn power speakers tvplay music check weather news traffic operate lights tim,Neutral
6089,jokes stuff like flash brief,Positive
6090,started using shopping list really nice always forget bring little scrap paper stor,Neutral
6091,ive used dot nd generation quite bit since receiving two ive used one living room turn christmas tree plus primarily set timers seem constantly went offline recently using alexa app smartphone able restore operation without much trouble another bedroom use turn light dont stumble around dark need get constantly get emails amazon things ask alexa find trivial look advanced things dot might,Negative
6092,bought dot coupe main reason,Neutral
6093,buying dots much cheaper solution communication kitchen basement oth,Positive
6094,way kids make calls mommydaddi,Neutral
6095,roles perfect problem wifi house installation devices caused much traffic somehow caused crosschat khz channels internet internal wifi would drop randomly internet slow linksys wrtacm router months old upgraded latest software wanted upgrade wireless mesh system anyway range znd decided time got orbi rbk system satellite installation seemed clear issue real hassle things dont work properly slightly older technology thats big problem,Negative
6096,love love dot although goes fancier name alexa several placed throughout house find using alexa time night time dinner sit table alexa comes test knowledge jeopardy kind music want listen ask alexa play list goes many varied uses dots highly recommend dotecho easy set multitude uses look nice roomdecor,Positive
6097,happy alexa,Positive
6098,like lot easy setup attach network ive added nest thermostat tplink plugs control bunch lights thermostat speaking convenient enough make really lazy ive also asked questions ive gotten answers looking love alarm clocktimer handy wish actual echo since playing music ok plus amazon prime music songs avail,Positive
6099,bought echo dot nd gen,Neutral
6100,give stars products sometimes problems understanding unlike products siri main issue cant differentiate voice television many alexa commercials shows mention name alexa activates every single time try move dot otherside room make much difference cant fix issue atleast allow name customization alexa doesnt activate everytime someone tv radio mentions name got point turn echo dot permanently wasnt worth trouble anymor,Negative
6101,fun sometimes useful gadget except app keeps closing worked week amazon alexa team helpful still trying find solution see others android phones like mine also trouble iphones seem fare better need work bugs christmas coming thought purchasing gift,Positive
6102,hardware works expected volume loud without connecting external speakers dont like amazon set unlimited music dot first added unlimited music liked decided get echo since better speaker dont need connect external speakers unlimited music account work dot echo investigated amazon pay want unlimited music echo though would good simply transfer unlimited music account dot echo however amazon let choice let unlimited music account expirecancel dot add echo assumed company like amazon would make simpler user letting transfer account,Positive
6103,except speaker quality good echo echo dots great second third buying one go echo extra cost worth,Positive
6104,started fine two weeks echo hold connection wifi doesnt understand locks asked anything dont know bad device cloud system home network runs fine thing else moved since purch,Neutral
6105,sound awful better lot cheap bluetooth speakers it’s great many devices connected put improve abound portability one kids rooms use intercom irndor set alarms listen music would nice call feature intercom use drop one individually reason give stars seem disconnect network sometime need unplugged plugged reset maybe small power surge trip also break taking someone sometimes could also poor internet way really test since call usually could even test connection would hesitate need,Positive
6106,reviews said better voice capabilities inches bed cant hear say echo turn connection wifi spotty loses connection big echo thats sayin something speaker speak pun intended music playing pretty bad plus learned today record whatever going room upload cloud basically spy machin,Negative
6107,super fun use get hang hardest part traning us,Positive
6108,ask itwhat movie times set alarm weather play jeopardy even one basement hooked tv tell turn tv even channels set go daughter loves bc tell lit play let go ugh play radio,Negative
6109,good things hiccup,Positive
6110,good,Positive
6111,play spotify music applications multiple rooms one alexa,Neutral
6112,answers questions relatively wel,Neutral
6113,bad,Negative
6114,using alexa control devices lights plugs unreliable many times ill get sorry device isnt responding happens still use device app apple siri homekit control devices specifically happens ihome plugs upon research happens multitude devic,Negative
6115,alexa play music rooms individual alexa example say play spotify everywhere play spotify living room cant say play spotify living room family room keep bedroom cant say play music downstairs keep upstair,Neutral
6116,update appears finicky lights fixed understanding source plug manufacturer i’m keeping eye reliability though i’ve increased review star,Negative
6117,since last review alexa stopped able play multiroom music troubleshooting fixed problem unplugging devices restart time unplugging one leaving one plugged fix problem,Negative
6118,i’ve also noticed sometimes alexa randomly stop playing spotify tell alexa play starts i’ll look router causing slowdown could possibility thus amazons fault,Negative
6119,summary alexa fun toy worth price sale however you’re looking create serious system household sound you’ll probably pay bit go alternative like sono,Positive
6120,im still learning handy dandy little gadget love morning news also play jeopardy good brain activity order thats personal choice biggest frustration say alexa followup quest,Positive
6121,references wikipedia much id like see broader references overall however handy tool,Positive
6122,oh also set one kitchen music playing rooms everywhere group,Neutral
6123,large alexa purchased two dots specifically using intercom side rooms opposite sides house set installed loaded reinstalled reloaded least six times finally week ago unknown reason worked perfectly next morning didnt voice garbled difficult understand causing person walk side house ensure going set twice amazon personnel worked couple hours thing frustration level beyond word,Neutral
6124,performance wise responds accurately promptly echo needed upgrades make usable house first aint kidding say doesnt good speaker echo speaker dot horrible terribly tinny needed order bluetooth speaker could understand alexa saying secondly wall wart sticks annoying inches wall degree angle im still trying find right adapter keep charger flush wal,Positive
6125,early echo adopter missed gen dot came preordered gen dot announc,Negative
6126,good,Positive
6127,works like echo,Positive
6128,commands first echo carry without changing anyth,Neutral
6129,built speaker good voic,Positive
6130,cheaper pric,Positive
6131,bad,Negative
6132,volume r,Neutral
6133,built speaker good voic,Positive
6134,max volume could little loud,Negative
6135,overall good entry echohome automation best experience imho though full size echo due speakersound quality volume r,Positive
6136,early amazon echo owner curious see echo dot would stack boy ever works exactly bigger echo good th,Positive
6137,connected easily bluetooth enabled tv soundbarsubwoofer say alexa connect speaker get dot try reconnect bluetooth connection initial setup manually connecting speaker audio jack worked fine built speaker fine things even music smaller quieter space good job product low price point,Positive
6138,easy easy use set,Positive
6139,tons fun whole family yeats olds included got use daycare play songs quickly transit,Positive
6140,well kids nursery rhymes songs suck sadly amazon choices wheels bus happy bday twinkle twinkle little star etc badly done foreign non exist,Negative
6141,shame,Negative
6142,also alexa doesnt answers basic questions leftsided politically help th grader facts social studi,Neutral
6143,still fun though play mus,Positive
6144,love especially since year old even talk alexa ask play favorite songs noticed month volume gets stuck loop stay low volume even ask turn press button sudden turn bit shock also find yelling one doesnt always hear second one bought dont problem im sure got faulty one little disappoint,Negative
6145,works great thermostats kitchen timer among neat things auxout bluetooth connectivity speakers awesome yet try features point one thing dont like compared google voice recognition devices asking question especially things like stocks tell alexa ask certain app question instead simply asking question requires remember specific commands certain things even thing packed features including gam,Positive
6146,overall price nothing else like market become handsfree kitchen companion,Positive
6147,little gadget helpful speak aloud question almost anything instantly answer makes pulling phone google something seem like hard work even controls lights television took advantage introductory sale first available paid less reason im giving five stars sometimes interferes phone bluetooth enabled otherwise id say everyone alexa every room hous,Positive
6148,love love love echo dot set extremely easy dot exactly looking originally unsure actually needed echo dot glad decided try bought dot use nest thermostat philips hue lights set dot two systems took minutes max works perfectly tell alexa turn thermostat problem philips hue lights top even know half things alexa easier things thanks product instead trying remember groceries needed shopping tell alexa add something shopping list moment realize need buy helped reduce forget trips back grocery store additionally set timers alarms whatever reason tell weather update planned calendar day much found dot helpful even purchased second one bedroom even reads bedtime story year old son night finds funny main character story overall great product must looking help make daily life little bit easi,Positive
6149,product certainly works however bought six intending give least two away gifts found bit limiting i’ve found songs request hear available subscription times echo cannot hear fixing simple task fact echo basement nearly useless like light turns green you’ve “dropped in” turn call i’ve got odd glow corner bedroom end unplugging thing every night mostly don’t find value complicated set order use fullest apple household looking similar apple product may offer better integr,Positive
6150,really happy thing hooked hue lights takes less time turn onoff switching hands tied behind back would say times doesnt understand commands completely ignores today said alexa turn lights starts playing hello adele siri much much reliable th,Positive
6151,worth cost dot alone able stream music via wifi stereo system change rb smooth jazz simple voice command incredible voice recognition wif,Positive
6152,aware follow,Neutral
6153,seem need smart phone app set dot cannot seem online via comput,Positive
6154,keeps shopping todo lists cannot send list via text email rd party apps aka skills smstexting poor review,Negative
6155,mute button hit microphone button ring light turns red indicate alexa listen respond must accidentally hit mute button ultimately search troubleshooting alexa respond,Neutral
6156,could say love less expensive ability extend smarthome functionality echo dots added existing amazon echo application dont walk main amazon echo give voice commands smarthome functions located one bedroom serves great alarm clock one basement small external speaker attached almost sounds good larger echo considering technology available think price absolutely reason,Positive
6157,amazon needs add option turn alexas voice responses big deal want use room babys room use echo dot newborn sons room play ocean sounds night recently whatever reason echo dot losing connection wifi alexa say something along lines sorry connect right major flaw instead helping keep son asleep waking looked settings searched internet way turn alexas voice responses talked two amazon customer service agents first one told leave dot mute work second told turn volume thought ridiculous solution somehow supposed anticipate alexa lose connection turn volume right blurts message connect easy fix google mini people asking amazon solution long time nothing risk device waking son anymore therefore become useless,Negative
6158,brought alexa another room house love voice capabilities although confuses dog wonders talking changed unit names alexa several tv commercials use name units answ,Positive
6159,set everywhere skil,Neutral
6160,wish would work flash briefing instead mus,Positive
6161,b echo dot freaked suddenly engaging everywhere even didnt ask delete group app rebuildiniti,Positive
6162,got dot gift love thing little like pcs first came available struggled aunt putting recipes someone paralyzed neck would worldchanger someone moves around lot iphone harder figure fits ones life wifi thermostats first moments came internet security cameras many places im technophobe im likely spend extra money turn lights open garage door become handicapped medicare ought pay going alexa good morning alexa time alexa play james taylor technically however masterwork,Positive
6163,new bff days getting along great love using skills make around much fun getting daily tarot read minute meditation game jeopardy endless things love stream pandora via echo ehco designed hooked speaker folks get nice speaker use something already home stop complaining sound meant use alone well enough one upstairs one downstairs love alarm timer feature well today linking smart plugs control lights ahhhhh lazi,Positive
6164,oh love alexa full sized echos one living room one kitchen found used one kitchen primarily timer conversion information cups liters sort thing larger speaker echo wasted kitchen swapped dot kitchen surprised quality sound unit mine wired external speakers much better expected alarm loud would like since need hear different room might fault placement issu,Negative
6165,echo dot spoiled different house trying set timer microwave found talking understanding would repli,Negative
6166,useful tool already lot smart devices home wife frequently page control lights music etc apps phone hub everyone control devices voice imagine something like way everyone interact homes futur,Positive
6167,generally good job recognizing saying often confuses words wake word use word computer woken number words similar like calculator like dinosaur assume amazon continue iter,Positive
6168,love love thing small placed anywhere used many times many different things recommended many friends family things alexa isnt able answer amazon constantly updating capabilities speaker sound great small device want play music louder pair bluetooth speaker blast music away dont know many times useful get weather updates sports scores business addressesphone numbershours spelling words kids meanings words weve even used wikipedia items learn things would recommend one every household,Positive
6169,already echo main sound system bought dot bedroom replace old cd boombox listening one instrumental tune repeat night helps sleep didnt really high expectations fair sound quality good echo price somewhat worth,Positive
6170,issues literally stand right next unit still use wake word loudly multiple times thus far wont hear lying bed kind point dont want yell bedroom apartment returned first unit however replacement dot subsequently received exact issues clearly flaw amazon needs fix,Negative
6171,use little guy alarm clock joke around time time yes responds humor haha also connected hue smart bulbs use voice control lights also use buy things amazon voice tell play music mewith amazon prime amazon music unlimited answer questions like siri use call echosecho dots works kind like cell phone landline leave messages call via echoecho dot sucha cool device love us,Positive
6172,greatest personal assistant artificial intelligence device yet useful getting things done entertainment educational purposes best holding complex conversations topics short phrases sentences work great feels unbiased appropriate users skills allow expansion echos ability customized experience ultimately great fun device make home feel smarter personal overall quite pleas,Positive
6173,pro,Neutral
6174,vocal training adapt voic,Neutral
6175,schedul,Neutral
6176,events timers alarm,Negative
6177,greetings short exchang,Neutral
6178,informative seemingly awar,Neutral
6179,customizable skills apps amazon,Neutral
6180,small siz,Neutral
6181,con,Neutral
6182,cant handle complex questions conversations expect,Negative
6183,cant change voice give custom name preselected nam,Neutral
6184,cant program personal doesnt know birthday example address,Neutral
6185,cons arent important due current advancement artificial intelligence level device well worth investment ai yet reach point feels humanly intelligent yet far future device definitely fills gap current devices seemingly intellig,Positive
6186,doubts virtual assistant use home oh boy wrong depend alexa everyday task asking weather news also bought smart switch lights room ask alexa turn onoff voice i’m transitioning smart home integrated alexa control lights shades turning appliances etc one thing that’s great device small easily place desk also sale must,Positive
6187,currently amazon echo located main floor house bought device upstair,Neutral
6188,device works great meets expect,Positive
6189,use primarily controlling lights getting quick weather information playing mus,Neutral
6190,currently hooked external speakers next step,Neutral
6191,first let say love thing got setup easy easy easy running within minute package unit compact discreet ive placed next notebook computer adjunct google use provide entertainment read news surf net provide regular weather reports like whim asked alexa flip coin heads answered immerse boiling water tails lol looking forward expanding capabilities home starting lighting ive always felt pain rear go around house flipping lights either depending need robo job ill slightly happier dog two dk,Positive
6192,bought mostly kids research verbally course use computer tablet want limit time web surfing ask echo questions verbally spelling meaning word concepts without logging onto computer tablet family found useful listening news checking weather etc,Neutral
6193,bought echo dot paired external blue tooth speaker system latter used elsewhere investment echo dot really buck,Neutral
6194,original echo living room time wanted use working home id leave home office go downstairs use echo dot ideal buy ideal desk dont leave office use bought one son use room love size ideal gift,Positive
6195,works exactly described go help section alexa app section echo connect answers questions need fully operate ignore answer turn selected speakers disturb mine working great need explore options love especially ability call phone isn’t handi,Positive
6196,im enjoying dot far didnt expect dot decent speaker really love connects samsung sound bar well plays beautifully even bought second one bedroom really wish worked google though google product doesnt look nearly good one miss flawless ok google functionality phone figured connect dot phone use ok google functionality way though,Positive
6197,smart home assistants totally unnecessary man theyre fun futuristic around ive got mine setup control harmony hub philips hue bulbs kid loves asking play music tell dinosaur facts make fart noises even technology confused wife uses weather updates fun stuff things phone tablet already theres something futuristically fun easy access voice controlled information puck get hard pass,Positive
6198,love listen indian classical music unfortunately device recognize many popular artists really disappointed today received larger echo hopefully amazon try improve list international music artist list pandora seems whole lot better job perhaps need tutorial educate see devices featureds still awar,Positive
6199,alexa extremely helpful setting echo dot easy first alexa product bought household sure last control entire home alexa extremely helpful set anything everything within app favorites asking traffic gauge leave work playing jeopardy asking whats whenever first get home would definitely recommend product problems alexa tiny bug fixes random outbursts sorry cannot help whenever one asked anyth,Neutral
6200,love ive bought several gifts use mainly music read well ask time weather im rushing around morning instead stopping look phone cant beat pric,Positive
6201,also love setting alarms problem ive mine regarding alarms switching alarm doesnt simply stop ask stop alarm go app cancel however stop another one tried voice really sure what,Negative
6202,fyi stay plugged annoying deal breaker also sometimes takes tries hear music bit loud,Negative
6203,pair easily bluetooth using aux c,Neutral
6204,pro,Neutral
6205,works great voice control home automation paired smart devic,Positive
6206,ahead google home terns compatibility devices echo afterall incumbent market,Neutral
6207,audio line connected better speaker easili,Positive
6208,con,Neutral
6209,really wish smarter remember hold conversation lik,Positive
6210,google home without repeat words followup quest,Neutral
6211,pales comparison google home searching information onlin,Negative
6212,greatest con inability play free music youtub,Positive
6213,realy want love echo dot marry cons fixed ala,Neutral
6214,stage give stars maximum seeing google rapidly catch,Neutral
6215,even better important featur,Positive
6216,hey cannot go,Neutral
6217,wait,Neutral
6218,talks son calls phone tells play music plays music told turn lights turned lightsdo see problem,Negative
6219,talks watching tv reading blue begins talk,Neutral
6220,never able recognize musician want hear cannot find music eric clapton cannot find songs nam,Neutral
6221,currently entertainment us plan introduce car gps lov,Neutral
6222,love echo dot theres much amazing plan buy couple rooms house thing dont like dont access unlimited music im prime member access prime music library library pretty limited get access music itll cost month unless use music apps like pandora,Positive
6223,love alexa need one promise think would never use device like wrong things wish could doesnt like create repeating reminders tell joke good laugh really lot home kitchen great place alexa plays music radio sets timers answers questions great small house dont need fancy echo im going get one way thank amazon making alexa fantast,Positive
6224,one best things ive ever bought amazon bought lot bought husband christmas buring black friday weekend whem discounted worth asking pric,Positive
6225,super easy setup,Positive
6226,lightening fast alexa answers immediately shes smart tells jokes gives weather plays music math much curious actresss age watching tv spouted right,Positive
6227,know much alot fun getting know one thing really like alexa understands cant say siri times alexa seems able answer quest,Positive
6228,cant go wrong on,Negative
6229,amazon echo recently purchased echo dot thinking dot smaller version echo – degree biggest difference speakers speaker echo amazing much dot sounds like amfm radio youre looking bass dot wont find youll connect bluetooth speaker get sound get echo found looking bluetooth speakers decided return dot get another echo,Positive
6230,loved product offers much little package however couple issues knocked experi,Neutral
6231,difficulty recognizing voice mus,Negative
6232,limited phrase recognit,Negative
6233,weeks past day mark warranty period dot made pop sound became unresponsive performed hardreset got working longer issue occurred times since contacted amazon issue told nothing could since warranty truly reason lowstar r,Negative
6234,ai needs lot work times it’ll reply can’t say sorry asked play music it’ll constantly play song even though it’s told like particular song says reference saved overall i’m generally disappointed i’m likely getting google version tell different voices prefer,Positive
6235,purchased two gave one daughter husband love rave mine many great little features use daily min workout white noise sleeping meditation weather music mine attached via blue tooth speaker endless possibilities amazon always adding also enjoy able message daughter back forth via alexa sometimes need say something quickly perfect dinner respond yes great investment household,Positive
6236,cant really say never took box bought christmas son bought amazon tap using tap tap works use tap listen pandora like like getting weather report ask also dont much use sure wanted play around could retired technology specialist trying stop using much technology go back simpler life love fire stick love prime seri,Positive
6237,got echo gift months ago shocked much use become everyday part life sceptical dot ordered one try ordering bunch exact thing echo graded speaker put dot bathroom planned bluetooth set speakers sound quality volume plenty good bathroom coming music buff larger room built speaker wont cut bathroom bedroom perfect way full smart home system tplink plugs switches moment wake bed im using dot echo suggest getting pack one combo deals save bucks cause youre gonna w,Positive
6238,rec echo dot christmas along google device identifying respect amazon device works great easy use ever device sync smart device seems like solid device time tell used much write jan christmas google device smarter gets used syncs android kindle realize may take time sync get smarter first impressions look solid amazon know device get better builds libraries etc know amazon support stand,Positive
6239,really like dot echo better speakers find alexa way behind technology siri way better understanding frequently lights light kids talking eventually says lost connection super frustrating connectivity issues wifi movies anything like amazon devices frequently lose connection also try use white noise get baby go sleep alex keeps talking reallllly loud asking want buy th,Negative
6240,happy purchase first wasnt quite sure would fully utilize echos functionality consistent basis fiancee use throughout dayevery day shuffle spotify enjoy nature sounds play jeopardy every evening also find using echo goto device timers weather news updates fence like assure completely worth wired favorite speaker connected fire tv voice controlled media extremely reasonable price feel like living futur,Positive
6241,amazing debated whether would worth especially since smart phones answer similar questions whats weather whats traffic etc im pleasantly surprised much easier voice recognition siri options skills questions ask ability choose playlists might like play music throughout house one best features device option add games various skills makes even worth daily jeopardy choose adventure stories song quizzes provides entertainment value way connect smart home features love walking door telling alexa turn christmas tree christmas music dont hesitate buy worth current holiday deal st,Positive
6242,two buildings shop office spent many weeks contemplating connect two via intercom buildings lan wireless bridge searching wifi solution intercom devices intended secure point entry door bell solutions reading reviews drop feature dot sounded like viable solution awesome application better still dot different wireless ap different ssid wep problem getting set,Positive
6243,love echo dot first device type found easy set use enormous amount fun discovering grandkids even enjoy though different reasons thing wish got second one going get third one realized stream one device time husband working basement office couldnt stream different things cant even listen device one one sued time unless someone knows trick havent figured yet aside lov,Positive
6244,amazon continues build echo capabilities product plenty uses despite infancy keep dot kitchen use timer heat water coffee tea cook breakfast dot tells news us cut cable cord product great job morning news weather stocks telling drink ready telling occasional joke plan listening music constantly would consider alexa dot since speaker seems smaller dot dollars great around help,Positive
6245,always curious difference full size echo everything full size one short comingthe sound quality spoiled first echo awesome speaker really thing give choosing echo dot full size echo great budget friendly versions plan use rooms want alexabut plan listen music extended periods time ie bathroom kitchen kids room rooms i’m lot would invest larger echo,Positive
6246,music choices even prime barely used everytime asked play music limited selection otherwise used tell us weather morning sometim,Negative
6247,course broke less year barely used mostly sat untouched shelf year neither exposed heat sunlight,Negative
6248,love echo dot bought husband uses alarm works well alarm enables dot independent alexas sounds alarms nice feature id love feature streamingplaying songs simultaneously throughout echos yet im sure something amazon working small con echo dot delay understanding commands although exact verbiage commands give alexa echo dot problem understandingdelay understanding commands upon asking kiosk rep delay gave card wtel customer service number belongs kindle customer service dont bother calling im confident amazon fix quirk update software immin,Neutral
6249,bought help father parkinsons disease whose hands longer able operate cd player listen language learning cds ripped mp uploaded amazon mus,Negative
6250,amazon touting exact feature listen music abruptly hobbled amazon music longer use play uploaded music even bought legally amazon first place explanation drop,Negative
6251,want play exactly amazon tell listen might work want easier way spend money amazon go ahead theyve hobbled amazon music knows else may decide drop echo doesnt match business objectives futur,Positive
6252,customer centric company alexa tells differ,Neutral
6253,second dot third alexa device use around house music kinds question answer controlling smart devices perhaps importantly home intercom shouting room room,Positive
6254,fullsize sibling echo dot marvel personal assistant bargain latest generation love bluetooth connectivity surround sound system listening music prime breeze sounds great likewise love smaller footprint vs echo keep bedroom works well primary music play,Positive
6255,however serious caveat microphones model much harder time picking im saying vs fullsize echo find misunderstands time even im less feet away almost never problem larger echo worst adding items shopping todo lists look later find badly garbled also youre playing music bluetooth large speakers forget alexa hearing say stop youll need manually turn speakers theres way get command little nitpicky agree ive found volume main speakers low barely audible alexa hear yelling definitely decreases enjoyment device constantly find yel,Negative
6256,aside would definitely recommend dot capabilities larger echo minus powerful builtin speakers adds bluetooth killer price makes useful gadget make sure quiet space voice carry easili,Positive
6257,speaker sucks music easily connects klispch bluetooth speaker excellent quality take apple im discovering amazon music like never handy takes basic commands perfectly play music turn onoff lights traffic conditions havent asked whole lot questions yet voice recognition ability spectacular,Positive
6258,echo currently bedroom soon expanded another unit living room need get wifi electrical outlets make expansion worthwhil,Neutral
6259,love love love product use lot listening music kids use info playing games especially would rather check news weather make phone calls timer alarm clock different daily events much kids enjoy stories love jokes way many things alexa list,Positive
6260,bought sale frankly price point around speaker quality low output speakers makes practically useless,Negative
6261,still really enjoy product though combined echo plus hub makes functioning smart home items much easi,Positive
6262,alexa however issues find repeat commands doesnt seem understand everything serious work needs go phrase detection conversationality word comprehens,Neutral
6263,great great start ready primetim,Positive
6264,alexa like new family member kids love use dots easy setup ordered since purchase didn’t think youngest would really care one using lot features work great family loves music features also use control dish tv impressive really want try light switches still pricey received good deal plugs purchased work great worked great christmas decor,Positive
6265,didnt think would like device much many things list set timer order xyz put xyz grocery list add water plants husbands list song pops head alexa find play forgot turn lamp end house alexa rescuenow could get take dogs month realize dont yell dot heard helpful go back alexa interface articles learn featur,Positive
6266,good thought brother two three things watching ask questions impressed ordered mine upon using first time alexa couldnt find songs asked didnt sign first amazon unlimited plan music one reason couldnt find songs music asked finally enrolled amazon unlimited music still disappointed asking music songs years old asked alexa play southern gospel music couldnt find southern gospel music asked play barbershop music played weird muppet barbershop featured amazon time wanted also specific artist song find want hear cant find music old dont remember artist title song even tried ask music songs couldnt remember saying lyrics words music interested couldnt find needless say doesnt impress much,Positive
6267,received christmas gift purchased recently lame writing arm mind able add items shopping todo google calendar speaking alexa great speakers playing music granddaughter likes play magic door game skills dot plan voicetraining device sometimes mishears requests random incorrect shopping item event title ad,Positive
6268,pretty fun far compared google product recognized voice better loud conditions easier adjust volume cool lights app works well google product many config options bought compare im definitely moving echo direction feeling going make buy amazon keep guard lol,Positive
6269,also recognizes anyones voice well yearold talk funny first asked play silent night like night movie night,Positive
6270,like could better terms keep mind harsh critique still quite awesome buying oth,Positive
6271,ask app something something feels like needs refin,Positive
6272,cant ask question google home especially follow ones dont get wrong point alexa still capable opinion,Neutral
6273,somehow doesnt save location gives weather xyz states instead l,Neutral
6274,knows maybe alexa,Neutral
6275,absolutely love little beauty longest talked getting one thinking could everything need phone true little beauty shows much hands approach better googling everything answer perk speaker comes little beauty constantly play music phone echo dot love sound gives amazon music app uses voice song want hear type music lyrics song sure find look,Positive
6276,thank husband outfitted home little beauties christmas present look forward additions comes due time well worth beat pric,Positive
6277,love love love needed something provide easy access internet audible interface little dot definitely lives hype made super high quality material never fails always reconnects easily power outage take bit work link favorite smart home devices linked connection solid,Positive
6278,purchased echo dot year ago black friday added collection since got first devices soon getting lengthy hospital stay surgery challenging pretty much bedridden eight weeks afterward needless say miserable due bedridden inability hardly walk car,Negative
6279,previously somewhat familiar echo dot never taken plunge decided get first two devices shortly discovering audible seeing echo products audible tunein compatible black friday discounts pretty enticing well given health time lack anyone help compelled make plunge hindsight product combination capability timing godsend combination helped make difficult challenging period alexa allowed control lights music check news weather listen tunein pandora set alarms medical reminders timers listen books via audible even tell good morning good night b,Positive
6280,terms sound quality echo hands substantially better dot compensated shortcomings dots speaker pairing jbl charge speaker gotten recovery ahead tim,Positive
6281,fast forwarding alexa eco system grown combination overall home automation overall think dot rest alexa ecosystem awesome see review fire tv k ultra else video perspective especially comes home automation control terms sound responsiveness dot good echo dots sound quality understandable however dots responsiveness good echo surpris,Positive
6282,sound quality dot addressed using external bluetooth powered speakers analogue input mentioned previously happen sonos speakers sound quality non issue since youll use sonos speakers either case however terms responsiveness dot definitely underperforms compared echo find sometimes repeat dot especially music playing however never issue echo,Negative
6283,dont external speakers plan use listening music definitely pay extra go echo sound quality substantially better echo dot still great product youre going use listening music already external speakers use fun alexa capability happen multiple devices want listen music multiple locations home use alexa app set really like capability find using option frequ,Positive
6284,dot echo come short opinion try address things conversational manner answer questions neither product well area actually pretty poorly whereas google home mini excel home mini seem able keep fairly well conversations quote various web sources answering question start conversation example certain country reasonable conversation google home mini device without invoke wakeup phrase time cant dot echo also access songs content youtube using home mini use chromecast cast another device neither dot echo youtube access huge wish amazon would play nice google allow others devices access one anothers content admit despite huge alexa fan really like google devices ability however time gets annoying sterile say hey google alexa much pleasant additionally google devices currently work sonos whereas dot echo sure sonosgoogle integration ever occur especially google introduced sonoslike speak,Positive
6285,choose youre starting would say depends number factors preference one eithers eco system let guide want somewhat conversation get nswers questions listen lot youtube content dont mind saying hey google would recommend either google home mini youre going google route would skip home go mini personally pair one chromecast devices low cost better speakers google home mini pretty good home automation use echo dot still beat area although gap starting close mention least time writing alexa periodic problems hue lights ask alexa turn particular device may turn hue devices frustrating didnt want problem absent google devic,Positive
6286,already plan getting sonos speakers go dot although youre considering sonos may want compare google home max cheaper although functional yet want listen audible content newscast sports could get dot alone would recommend jump echo really wouldnt recommend dot standalone unit better already overall use mind controlling lights would work nicely dont get wrong dot great little device standalone unit opinion,Positive
